id,start,end,nom,resp,dep,iddep
1,2013-04-26,,"Generalitat de Catalunya","Artur Mas i Gavarró","Generalitat de Catalunya",1
5,2013-04-26,,"Gabinet de Relacions Externes i Protocol","Carles Fabró i Ràfols","Departament de la Presidència",6
6,2013-04-26,,"Departament de la Presidència","Francesc Homs i Molist","Departament de la Presidència",6
11,2013-04-26,,"Delegació del Govern de la Generalitat a Madrid","Jordi Casas i Bedós","Departament de la Presidència",6
14,2013-04-26,,"Secretaria General de la Presidència","Jordi Vilajoana i Rovira","Departament de la Presidència",6
24,2013-04-26,,"Secretaria de la Comissió Jurídica Assessora","Gabriel Capilla i Vidal","Departament de la Presidència",6
29,2013-04-26,,"Patronat Catalunya Món - Consell de Diplomàcia Pública de Catalunya (PCM - DIPLOCAT)","Albert Royo i Mariné","Departament de la Presidència",6
32,2013-04-26,2014-06-12,"Oficina a Lleida del Patronat Catalunya Món - Consell de Diplomàcia Pública de Catalunya","null","Departament de la Presidència",6
33,2013-04-26,2014-06-12,"Oficina a Girona del Patronat Catalunya Món - Consell de Diplomàcia Pública de Catalunya","null","Departament de la Presidència",6
34,2013-04-26,2014-06-12,"Oficina a Tarragona del Patronat Catalunya Món - Consell de Diplomàcia Pública de Catalunya","null","Departament de la Presidència",6
35,2013-04-26,,"Direcció de Serveis","Teresa Prohias i Ricart","Departament de la Presidència",6
42,2013-04-26,,"Responsable de Tramitació de Contractes i Convenis del Departament de la Presidència","Conxita Castañé i Sevillano","Departament de la Presidència",6
45,2013-04-26,,"Servei de Recursos Humans","M. del Mar Brugarolas Sellés","Departament de la Presidència",6
51,2013-04-26,,"Subdirecció General d'Obres i Serveis","Miquel Angel Ramos Santiago","Departament de la Presidència",6
62,2013-04-26,,"Institut Català de les Dones (ICD)","Montserrat Gatell i Pérez ","Departament de Benestar Social i Família",5823
66,2013-04-26,,"Àrea de Planificació i Seguiment del Pla d'Actuació del Govern (ICD)","Núria Cañellas Pascual","Departament de Benestar Social i Família",5823
69,2013-04-26,,"Oficina d'Informació a Barcelona (ICD)","null","Departament de Benestar Social i Família",5823
70,2013-04-26,,"Oficina d'Informació a Girona (ICD)","Montserrat Blanco Carbó","Departament de Benestar Social i Família",5823
71,2013-04-26,,"Oficina d'Informació a Lleida (ICD)","Carme Castelló Gistau","Departament de Benestar Social i Família",5823
72,2013-04-26,,"Oficina d'Informació a Tarragona (ICD)","Dolors Daroca Cruset","Departament de Benestar Social i Família",5823
73,2013-04-26,,"Patronat de la Muntanya de Montserrat","Joan Rigol i Roig ","Departament de la Presidència",6
78,2013-04-26,,"Direcció General d'Atenció Ciutadana i Difusió","Ignasi Genovès i Avellana ","Departament de la Presidència",6
81,2013-04-26,,"Àrea d'Atenció Presencial","null","Departament de la Presidència",6
82,2013-04-26,,"Subdirecció General de Difusió","Carme Cañadell i Valls","Departament de la Presidència",6
85,2013-04-26,,"Direcció General de Mitjans de Comunicació","Antoni Molons i Garcia","Departament de la Presidència",6
90,2013-04-26,,"Entitat Autònoma del Diari Oficial i de Publicacions de la Generalitat de Catalunya (EADOP)","Jaume Domingo i Planas","Departament de la Presidència",6
92,2013-04-26,,"Subdirecció General del Diari Oficial i d'Administració (EADOP)","Guillem Carbonell i Armengol","Departament de la Presidència",6
93,2013-04-26,,"Servei de Recursos Humans i Règim Interior (EADOP)","Joaquim Claveria i Salcedo","Departament de la Presidència",6
94,2013-04-26,,"Àrea de Producció i Serveis Editorials (EADOP)","Lluís Prat i Francisco","Departament de la Presidència",6
95,2013-04-26,,"Àrea de Publicació Oficial (EADOP)","Rosa Pérez Robles","Departament de la Presidència",6
96,2013-04-26,,"Àrea Comercial (EADOP)","Pere Artasu i Peris","Departament de la Presidència",6
97,2013-04-26,,"Subdirecció General de Publicacions (EADOP)","Raimon Alamany i Sesé","Departament de la Presidència",6
104,2013-04-26,,"Centre d'Estudis de Temes Contemporanis (CETC)","Ferran Sáez Mateu","Departament de la Presidència",6
107,2013-04-26,,"Institut Europeu de la Mediterrània","Andreu Bassols i Soldevila","Departament de Governació i Relacions Institucionals",655
115,2013-04-26,,"Consell Interuniversitari de Catalunya","null","Departament d'Economia i Coneixement",1103
116,2013-04-26,,"Secretaria General del Consell Interuniversitari de Catalunya","Claudi Alsina i Català","Departament d'Economia i Coneixement",1103
117,2013-04-26,2014-04-01,"Oficina d'Orientació per a l'Accés a la Universitat","Jesús M. Prujà i Noé","Departament d'Economia i Coneixement",1103
118,2013-04-26,,"Seu de l'Oficina d'Orientació per a l'Accés a la Universitat a Manresa","null","Departament d'Economia i Coneixement",1103
119,2013-04-26,2014-02-19,"Seu de l'Oficina d'Orientació per a l'Accés a la Universitat a Vic","null","Departament d'Economia i Coneixement",1103
120,2013-04-26,,"Seu de l'Oficina d'Orientació per a l'Accés a la Universitat a Girona","null","Departament d'Economia i Coneixement",1103
121,2013-04-26,,"Seu de l'Oficina d'Orientació per a l'Accés a la Universitat a Lleida","null","Departament d'Economia i Coneixement",1103
122,2013-04-26,,"Seu de l'Oficina d'Orientació per a l'Accés a la Universitat a Tarragona","null","Departament d'Economia i Coneixement",1103
123,2013-04-26,,"Seu de l'Oficina d'Orientació per a l'Accés a la Universitat a Tortosa","null","Departament d'Economia i Coneixement",1103
124,2013-04-26,2014-04-01,"Oficina d'Organització de Proves d'Accés a la Universitat","Montse Plaza i Segarra","Departament d'Economia i Coneixement",1103
131,2013-04-26,,"Direcció General d'Universitats","Lluís Jofre i Roca","Departament d'Economia i Coneixement",1103
139,2013-04-26,,"Direcció General de Recerca","Josep Maria Martorell i Rodon","Departament d'Economia i Coneixement",1103
141,2013-04-26,,"Subdirecció General de Recerca","Iolanda Font de Rubinat","Departament d'Economia i Coneixement",1103
145,2013-04-26,,"Servei de Programes","Olga Alay i Torrecilla","Departament d'Economia i Coneixement",1103
164,2013-04-26,,"Universitat de Barcelona (UB)","Dídac Ramírez Sarrió ","Departament d'Economia i Coneixement",1103
166,2013-04-26,,"Síndic de Greuges (Universitat de Barcelona - UB)","null","Departament d'Economia i Coneixement",1103
168,2013-04-26,,"Àrea Acadèmica i d'Estudiants (UB)","Àngels Alegre Sánchez","Departament d'Economia i Coneixement",1103
169,2013-04-26,,"Servei de Publicacions (UB)","null","Departament d'Economia i Coneixement",1103
171,2013-04-26,,"Biblioteca Universitària (UB)","null","Departament d'Economia i Coneixement",1103
244,2013-04-26,,"Universitat Autònoma de Barcelona (UAB)","Ferran Sancho Pifarré","Departament d'Economia i Coneixement",1103
248,2013-04-26,,"Punt d'Informació (UAB)","null","Departament d'Economia i Coneixement",1103
249,2013-04-26,,"Informació de la Vila Universitària (UAB)","null","Departament d'Economia i Coneixement",1103
251,2013-04-26,,"Servei de Biblioteques (UAB)","null","Departament d'Economia i Coneixement",1103
252,2013-04-26,,"Servei de Publicacions (UAB)","null","Departament d'Economia i Coneixement",1103
325,2013-04-26,,"Universitat Politècnica de Catalunya (UPC)","Antoni Giró i Roca","Departament d'Economia i Coneixement",1103
373,2013-04-26,,"Universitat Pompeu Fabra (UPF)","Josep Joan Moreso Mateos","Departament d'Economia i Coneixement",1103
376,2013-04-26,,"Biblioteca General (UPF)","null","Departament d'Economia i Coneixement",1103
377,2013-04-26,,"Servei de Recerca (UPF)","null","Departament d'Economia i Coneixement",1103
378,2013-04-26,,"Servei d'Atenció a la Comunitat Universitària (UPF)","null","Departament d'Economia i Coneixement",1103
403,2013-04-26,,"Universitat de Girona (UdG)","Anna Maria Geli de Ciurana","Departament d'Economia i Coneixement",1103
405,2013-04-26,,"Síndic de Greuges (Universitat de Girona - UdG)","null","Departament d'Economia i Coneixement",1103
407,2013-04-26,,"Servei de Biblioteca (UdG)","null","Departament d'Economia i Coneixement",1103
426,2013-04-26,,"Universitat de Lleida (UdL)","Roberto Fernández Díaz","Departament d'Economia i Coneixement",1103
429,2013-04-26,,"Àrea de Gestió Acadèmica (UdL)","null","Departament d'Economia i Coneixement",1103
430,2013-04-26,,"Servei de Biblioteca i Documentació (UdL)","null","Departament d'Economia i Coneixement",1103
450,2013-04-26,,"Universitat Rovira i Virgili (URV)","Francesc Xavier Grau i Vidal","Departament d'Economia i Coneixement",1103
457,2013-04-26,,"Servei de Biblioteques (URV)","null","Departament d'Economia i Coneixement",1103
477,2013-04-26,,"Universitat Ramon Llull (URL)","Esther Giménez-Salinas i Colomer","Departament d'Economia i Coneixement",1103
478,2013-04-26,,"Serveis Centrals (URL)","null","Departament d'Economia i Coneixement",1103
481,2013-04-26,,"Gabinet de Comunicació (URL)","null","Departament d'Economia i Coneixement",1103
500,2013-04-26,,"Universitat Oberta de Catalunya (UOC)","Imma Tubella i Casadevall","Departament d'Economia i Coneixement",1103
509,2013-04-26,,"Agrupació de Formació Permanent d'Aules per a la Gent Gran de Catalunya (AFOPA)","Josep Barriga i Planas","Departament d'Economia i Coneixement",1103
521,2013-04-26,,"Consell Nacional de Dones de Catalunya","null","Departament de Benestar Social i Família",5823
523,2013-04-26,,"Comissió Mixta de Transferències Estat-Generalitat","Josep Antoni Duran i Lleida","Departament de Governació i Relacions Institucionals",655
527,2013-04-26,,"Consell de Cooperació al Desenvolupament","null","Departament de la Presidència",6
535,2013-04-26,,"012 Atenció Ciutadana","null","Departament de la Presidència",6
540,2013-04-26,,"Llibreria Blanquerna","null","Departament de la Presidència",6
542,2013-04-26,,"Oficina del Govern","Albert Capelleras i González","Departament de la Presidència",6
543,2015-02-21,2015-03-25,"Negociat de Gestió Administrativa","Francesca Majó i Vernis","Departament de la Presidència",6
546,2015-02-21,2015-03-25,"Negociat d'Arxiu i Protocol·lització de Disposicions","Carme Pujadas i Zaragoza","Departament de la Presidència",6
556,2013-04-26,,"Institut d'Estudis Autonòmics (IEA)","Carles Viver i Pi-Sunyer","Departament de Governació i Relacions Institucionals",655
560,2013-04-26,,"Secretaria d'Administració i Funció Pública ","Meritxell Masó i Carbó","Departament de Governació i Relacions Institucionals",655
567,2013-04-26,,"Subdirecció General de Gestió de Personal","Rosa Martí i Estrada","Departament de Governació i Relacions Institucionals",655
568,2013-04-26,,"Negociat de Règim Interior","Vicenç Ibañez i Manzano","Departament de Governació i Relacions Institucionals",655
570,2013-04-26,,"Negociat de Registre de Personal","Anna M. Pellicer López","Departament de Governació i Relacions Institucionals",655
571,2013-04-26,,"Secció de Valoració de Llocs de Treball","Mireia López i Gallardo","Departament de Governació i Relacions Institucionals",655
573,2013-04-26,,"Servei de Registre de Personal","M. Rosario Alonso i Vicente","Departament de Governació i Relacions Institucionals",655
574,2013-04-26,,"Servei de Gestió de Llocs de Treball","M. Àngels Oliva  i Fàbregas","Departament de Governació i Relacions Institucionals",655
577,2013-04-26,,"Servei de Provisió","M. Àngels Mor i Gras","Departament de Governació i Relacions Institucionals",655
578,2013-04-26,,"Secció de Provisió de Llocs","null","Departament de Governació i Relacions Institucionals",655
580,2013-04-26,,"Responsable de Suport i Coordinació Administrativa","Marta Melià i Puig","Departament de Governació i Relacions Institucionals",655
589,2013-04-26,,"Àrea d'Organització de l'Administració i del Sector Públic","Víctor López i Jalle","Departament de Governació i Relacions Institucionals",655
590,2013-04-26,,"Àrea d'Anàlisi, Planificació i Avaluació dels Recursos Humans","Juliana Vilert i Barnet","Departament de Governació i Relacions Institucionals",655
591,2013-04-26,,"Àrea de Recursos Econòmics i Eficiència del Sector Públic","Rosa Vidal i Planella","Departament de Governació i Relacions Institucionals",655
592,2013-04-26,,"Escola d'Administració Pública de Catalunya (EAPC)","Montserrat de Vehí i Torra","Departament de Governació i Relacions Institucionals",655
594,2013-04-26,,"Subdirecció General de Formació i Suport a la Selecció","null","Departament de Governació i Relacions Institucionals",655
597,2013-04-26,,"Responsable d'Informàtica","Ildefonso Robles Moreno","Departament de Governació i Relacions Institucionals",655
598,2013-04-26,2013-10-17,"Biblioteca de l'Escola d'Administració Pública","Lluís Coll i Taberner","Departament de Governació i Relacions Institucionals",655
599,2013-04-26,,"Responsable de Tresoreria","Antonio Gallardo Bausá","Departament de Governació i Relacions Institucionals",655
609,2013-04-26,,"Servei de Gestió Administrativa i Règim interior","null","Departament de Governació i Relacions Institucionals",655
618,2013-04-26,,"Consell Català de la Funció Pública","null","Departament de Governació i Relacions Institucionals",655
619,2013-04-26,,"Comissió Tècnica de la Funció Pública","null","Departament de Governació i Relacions Institucionals",655
629,2013-04-26,,"Gabinet Jurídic de la Generalitat de Catalunya","Margarida Gil i Domènech ","Departament de la Presidència",6
632,2013-04-26,,"Subdirecció General de Serveis Consultius i Coordinació Jurídica","Rosa Maria Diaz Petit","Departament de la Presidència",6
638,2013-04-26,,"Subdirecció General de Qüestions Constitucionals","Ramon Riu i Fortuny","Departament de la Presidència",6
648,2013-04-26,,"Direcció General d'Assumptes Contenciosos","M. Assumpta Palau i Marginet ","Departament de la Presidència",6
649,2013-04-26,,"Subdirecció General de Gestió i Coordinació Contenciosa","Montserrat Polidura Navío","Departament de la Presidència",6
655,2013-04-26,,"Departament de Governació i Relacions Institucionals","Joana Ortega i Alemany","Departament de Governació i Relacions Institucionals",655
669,2013-04-26,,"Delegació Territorial del Govern de la Generalitat a Barcelona","Fernando Brea i Vide","Departament de la Presidència",6
670,2013-04-26,,"Secretaria de la Delegació Territorial del Govern de la Generalitat a Barcelona","Amand Calderó i Montfort","Departament de la Presidència",6
671,2013-04-26,,"Servei Territorial d'Administració Local a Barcelona","Joan Carles Gelabert i Canelles","Departament de Governació i Relacions Institucionals",655
672,2013-04-26,,"Negociat de Coordinació","null","Departament de Governació i Relacions Institucionals",655
674,2013-04-26,,"Delegació Territorial del Govern de la Generalitat a Girona","Eudald Casadesús i Barceló","Departament de la Presidència",6
677,2013-04-26,,"Servei Territorial d'Administració Local a Girona","Josep Maria Bartrolí i Besalú","Departament de Governació i Relacions Institucionals",655
679,2013-04-26,,"Servei Territorial del Joc i d'Espectacles a Girona","David Mundo i Altimira","Departament de la Presidència",6
680,2013-04-26,,"Delegació Territorial del Govern de la Generalitat a Lleida","Ramon Farré Roure","Departament de la Presidència",6
681,2013-04-26,,"Secretaria de la Delegació Territorial del Govern de la Generalitat a Lleida","Antoni Gili i Segura","Departament de la Presidència",6
682,2013-04-26,,"Servei Territorial d'Administració Local a Lleida","M. Neus Bernaus i Gaset","Departament de Governació i Relacions Institucionals",655
684,2013-04-26,,"Servei Territorial del Joc i d'Espectacles a Lleida","Jesús Castillón i Zazurca","Departament de la Presidència",6
685,2013-04-26,,"Delegació Territorial del Govern de la Generalitat a Tarragona","Joaquim Nin Borreda","Departament de la Presidència",6
686,2013-04-26,,"Secretaria de la Delegació Territorial del Govern de la Generalitat a Tarragona","Miquel Àngel Bru Esteban","Departament de la Presidència",6
687,2013-04-26,,"Servei Territorial d'Administració Local a Tarragona","Joan Plana Sola","Departament de Governació i Relacions Institucionals",655
689,2013-04-26,,"Servei Territorial del Joc i d'Espectacles a Tarragona","Anna M. Oliach i Vidal","Departament de la Presidència",6
691,2013-04-26,,"Servei de Gestió Econòmica","Montserrat Puchaes Estrany","Departament d'Interior",13760
692,2013-04-26,,"Secció de Gestió Pressupostària","Margarita Ramos Romero","Departament d'Interior",13760
693,2013-04-26,,"Negociat d'Habilitació","Maria Luisa Fornies Luna","Departament d'Interior",13760
694,2013-04-26,,"Negociat d'Oficina Pressupostària","Carme Ferrer i Bosch","Departament d'Interior",13760
695,2013-04-26,,"Negociat de Coordinació Pressupostària","Maria José Moragriega Benso","Departament d'Interior",13760
696,2013-04-26,,"Secció d'Anàlisi Econòmica","Mònica López Sánchez","Departament d'Interior",13760
698,2013-04-26,,"Secció de Gestió de Personal","Gemma Clarisó Sabanés","Departament d'Interior",13760
699,2013-04-26,,"Negociat de Gestió Administrativa i Coordinació","Concepció Molera Oliveras","Departament d'Interior",13760
700,2013-04-26,,"Responsable d'Assessorament i Administració de Personal","Josepa Reig Armengol","Departament d'Interior",13760
701,2013-04-26,,"Negociat d'Administració de Personal","Toni Martínez Capel","Departament d'Interior",13760
702,2013-04-26,,"Responsable de Seguretat Social","Rosa Ollé i López","Departament d'Interior",13760
703,2013-04-26,,"Secció de Règim Interior, Informació i Registre","Mercè Gabarró Vall","Departament d'Interior",13760
704,2013-04-26,,"Negociat de Registre General","Victòria Bernardo i Mateos","Departament d'Interior",13760
705,2013-04-26,,"Responsable d'Informació","Isabel Almela i Piquer","Departament d'Interior",13760
707,2013-04-26,,"Coordinador Tècnic en matèria de Recursos Humans","Antoni López i Amador","Departament d'Interior",13760
708,2013-04-26,,"Servei de Contractació i Patrimoni","Xavier Palmés i Cosidó","Departament d'Interior",13760
710,2013-04-26,,"Negociat de Gestió de Contractes","Núria Bassedas i Ballús","Departament d'Interior",13760
712,2013-04-26,,"Gabinet Tècnic","Mercedes Sánchez Gómez","Departament de Justícia",13757
713,2013-04-26,,"Responsable d'Activitats Formatives","Josefina Comas i Sanmartí","Departament d'Interior",13760
714,2013-04-26,,"Negociat de Documentació i Publicacions","null","Departament d'Interior",13760
716,2013-04-26,,"Secció de Gestió Documental i Arxiu","M. Antònia Balsells i Font","Departament d'Interior",13760
717,2013-04-26,,"Biblioteca i Documentació","Lourdes Vivó Boada","Departament d'Interior",13760
720,2013-04-26,,"Responsable de Tràmit  de Disposicions al DOGC","Sílvia Farràs i Grau","Departament d'Interior",13760
721,2013-04-26,,"Advocada de la Generalitat","null","Departament d'Interior",13760
723,2013-04-26,,"Negociat de Gestió Processal i de Suport Administratiu","José Pedro Urraca Tarragó","Departament d'Interior",13760
725,2013-04-26,,"Responsable de Planificació i Infraestructures","Albert Paco Vidal","Departament d'Interior",13760
727,2013-04-26,,"Direcció General d'Administració Local","Jordi Souto i Andrés","Departament de Governació i Relacions Institucionals",655
761,2013-04-26,,"Negociat de Gestió de Permisos d'Explotació","Jordi Soler i Grabulosa","Departament de la Presidència",6
764,2013-04-26,,"Negociat d'Instrucció d'Expedients d'Autorització","Natividad Tellado i Rosselló","Departament de la Presidència",6
765,2013-04-26,,"Secció de Registre i Homologació","null","Departament d'Economia i Coneixement",1103
766,2013-04-26,,"Servei de Control de Joc i Apostes","Montserrat Pérez Manubens","Departament d'Economia i Coneixement",1103
768,2013-04-26,,"Secció de Sancions de Joc i Apostes","Núria Balsells Niubó","Departament d'Economia i Coneixement",1103
830,2013-04-26,,"Regió d'Emergències Centre","Jordi Vila Gutiérrez","Departament d'Interior",13760
833,2013-04-26,,"Regió d'Emergències de Girona","Enric Cano Monje","Departament d'Interior",13760
834,2013-04-26,,"Negociat de Coordinació Administrativa (Regió d'Emergències Girona)","Joaquim Bosch Aragó","Departament d'Interior",13760
835,2013-04-26,,"Regió d'Emergències de Lleida","Jordi Solà Gimeno","Departament d'Interior",13760
836,2013-04-26,,"Negociat de Coordinació Administrativa (Regió d'Emergències Lleida)","Loreto Tomàs Peiró","Departament d'Interior",13760
837,2013-04-26,,"Regió d'Emergències de Tarragona","Agustí Gatell i Trenchs","Departament d'Interior",13760
838,2013-04-26,,"Negociat de Coordinació Administrativa (Regió d'Emergències Tarragona)","Jordi Pasqual Medrano","Departament d'Interior",13760
853,2013-04-26,,"Servei Català de Trànsit","Joan Josep Isern i Aranda","Departament d'Interior",13760
857,2013-04-26,,"Junta de Seguretat de Catalunya","Artur Mas i Gavarró","Departament d'Interior",13760
858,2013-04-26,,"Institut de Seguretat Pública de Catalunya","Núria Aymerich i Rocavert","Departament d'Interior",13760
866,2013-04-26,,"Direcció General de la Policia","Manel Prat Peláez","Departament d'Interior",13760
867,2013-04-26,,"Subdirecció General d'Administració i Serveis (DGP)","Frederic Ferrer i Bargalló","Departament d'Interior",13760
868,2013-04-26,,"Servei d'Assessorament Jurídic","Xavier López Orós","Departament d'Interior",13760
878,2013-04-26,,"Subdirecció General de Coordinació de la Policia de Catalunya","Josep Milán Sánchez ","Departament d'Interior",13760
880,2013-04-26,2015-02-07,"Responsable d'Assessorament i Assistència","null","Departament d'Interior",13760
886,2013-04-26,,"Prefectura de Policia","null","Departament d'Interior",13760
893,2013-04-26,,"Entitat Autònoma de Jocs i Apostes (EAJA)","Elsa Artadi i Vila","Departament d'Economia i Coneixement",1103
903,2013-04-26,,"Comissió de Subministraments del Departament d'Interior","Xavier Palmés i Cosidó, cap del Servei de Cont. i Patrimoni","Departament d'Interior",13760
904,2013-04-26,,"Comissió de Delimitació Territorial de Catalunya","Consellera de Governació i Relacions Institucionals","Departament de Governació i Relacions Institucionals",655
905,2013-04-26,,"Comissió de Cooperació Local de Catalunya","Conseller/a de Governació i Relacions Institucionals","Departament de Governació i Relacions Institucionals",655
906,2013-04-26,,"Comissió de Govern Local de Catalunya","Consellera de Governació i Relacions Institucionals","Departament de Governació i Relacions Institucionals",655
907,2013-04-26,,"Comissió Govern de la Generalitat-Conselh Generau d'Aran","Joana Ortega i Alemany","Departament de Governació i Relacions Institucionals",655
908,2013-04-26,,"Comissió mixta de traspàs de serveis i recursos de les diputacions a la Generalitat o als consells comarcals","Conseller/a de Governació i Relacions Institucionals","Departament de Governació i Relacions Institucionals",655
911,2013-04-26,,"Comissió de Protecció Civil de Catalunya","null","Departament d'Interior",13760
912,2013-04-26,,"Comissió Catalana de Trànsit i Seguretat Viària","Ramon Espadaler i Parcerisas, conseller del Departament","Departament d'Interior",13760
915,2013-04-26,,"Consell de la Policia - Mossos d'Esquadra","null","Departament d'Interior",13760
916,2013-04-26,,"Consell Assessor d'Espectacles Públics i Activitats Recreatives","La persona titular del Departament","Departament d'Interior",13760
917,2013-04-26,2015-01-31,"Consell de Bombers Voluntaris de la Generalitat de Catalunya","Titular de la Direcció General de Prevenció, Extinció d'Incendis i Salvaments","Departament d'Interior",13760
927,2013-04-26,,"Parc de Bombers Voluntaris d'Arenys de Mar","null","Departament d'Interior",13760
928,2013-04-26,,"Parc de Bombers de Badalona","null","Departament d'Interior",13760
929,2013-04-26,,"Parc de Bombers Voluntaris de Begues","null","Departament d'Interior",13760
930,2013-04-26,,"Parc de Bombers de Berga","null","Departament d'Interior",13760
931,2013-04-26,,"Parc de Bombers de Calaf","null","Departament d'Interior",13760
932,2013-04-26,,"Parc de Bombers Voluntaris de Caldes de Montbui","null","Departament d'Interior",13760
933,2013-04-26,,"Parc de Bombers Voluntaris de Capellades","null","Departament d'Interior",13760
934,2013-04-26,,"Parc de Bombers de Cardona","null","Departament d'Interior",13760
935,2013-04-26,,"Parc de Bombers Voluntaris de Castellar del Vallès","null","Departament d'Interior",13760
937,2013-04-26,,"Parc de Bombers de Cerdanyola del Vallès","null","Departament d'Interior",13760
938,2013-04-26,,"Parc de Bombers de Cornellà de Llobregat","null","Departament d'Interior",13760
939,2013-04-26,,"Parc de Bombers de Gavà","null","Departament d'Interior",13760
940,2013-04-26,,"Parc de Bombers Voluntaris de Gelida","null","Departament d'Interior",13760
941,2013-04-26,,"Parc de Bombers de Granollers","null","Departament d'Interior",13760
942,2013-04-26,,"Parc de Bombers de Guardiola de Berguedà","null","Departament d'Interior",13760
943,2013-04-26,,"Parc de Bombers de l'Hospitalet de Llobregat","null","Departament d'Interior",13760
944,2013-04-26,,"Parc de Bombers d'Igualada","null","Departament d'Interior",13760
945,2013-04-26,,"Parc de Bombers Voluntaris de Piera","null","Departament d'Interior",13760
946,2013-04-26,,"Parc de Bombers Voluntaris de la Llacuna","null","Departament d'Interior",13760
947,2013-04-26,,"Parc de Bombers Voluntaris de Malgrat de Mar","null","Departament d'Interior",13760
948,2013-04-26,,"Parc de Bombers de Manresa","null","Departament d'Interior",13760
949,2013-04-26,,"Parc de Bombers de Martorell","null","Departament d'Interior",13760
950,2013-04-26,,"Parc de Bombers Voluntaris de Montserrat","null","Departament d'Interior",13760
951,2013-04-26,,"Parc de Bombers Voluntaris de Matadepera","null","Departament d'Interior",13760
952,2013-04-26,,"Parc de Bombers de Mataró","null","Departament d'Interior",13760
953,2013-04-26,,"Parc de Bombers de Moià","null","Departament d'Interior",13760
954,2013-04-26,,"Parc de Bombers Voluntaris de Figaró-Montmany","null","Departament d'Interior",13760
955,2013-04-26,,"Parc de Bombers de Pineda","null","Departament d'Interior",13760
956,2013-04-26,,"Parc de Bombers de Prats de Lluçanès","null","Departament d'Interior",13760
957,2013-04-26,,"Parc de Bombers Voluntaris de Puig-Reig","null","Departament d'Interior",13760
958,2013-04-26,,"Parc de Bombers de Rubí/Sant Cugat","null","Departament d'Interior",13760
959,2013-04-26,,"Parc de Bombers de Sabadell","null","Departament d'Interior",13760
960,2013-04-26,,"Parc de Bombers de Sant Celoni","null","Departament d'Interior",13760
961,2013-04-26,,"Parc de Bombers de Sant Feliu de Llobregat","null","Departament d'Interior",13760
962,2013-04-26,,"Parc de Bombers de Santa Coloma de Gramenet","null","Departament d'Interior",13760
963,2013-04-26,,"Parc de Bombers Voluntaris de Sitges","null","Departament d'Interior",13760
964,2013-04-26,,"Parc de Bombers de Terrassa","null","Departament d'Interior",13760
965,2013-04-26,,"Parc de Bombers Voluntaris de Tordera","null","Departament d'Interior",13760
966,2013-04-26,,"Parc de Bombers de Torelló","null","Departament d'Interior",13760
967,2013-04-26,,"Parc de Bombers de Vic","null","Departament d'Interior",13760
968,2013-04-26,,"Parc de Bombers de Vilafranca del Penedès","null","Departament d'Interior",13760
969,2013-04-26,,"Parc de Bombers de Vilanova i la Geltrú","null","Departament d'Interior",13760
970,2013-04-26,,"Parc de Bombers Voluntaris d'Alp","null","Departament d'Interior",13760
971,2013-04-26,,"Parc de Bombers d'Amer","null","Departament d'Interior",13760
972,2013-04-26,,"Parc de Bombers de Banyoles","null","Departament d'Interior",13760
975,2013-04-26,,"Parc de Bombers Voluntaris de Cadaqués","null","Departament d'Interior",13760
976,2013-04-26,,"Parc de Bombers de Calonge de Mar","null","Departament d'Interior",13760
977,2013-04-26,,"Parc de Bombers Voluntaris de Camprodon","null","Departament d'Interior",13760
978,2013-04-26,,"Parc de Bombers de Cassà de la Selva","null","Departament d'Interior",13760
979,2013-04-26,,"Parc de Bombers de Vall d'Aro","null","Departament d'Interior",13760
981,2013-04-26,,"Parc de Bombers Voluntaris de l'Escala","null","Departament d'Interior",13760
982,2013-04-26,,"Parc de Bombers de Figueres","null","Departament d'Interior",13760
983,2013-04-26,,"Parc de Bombers de Girona","null","Departament d'Interior",13760
984,2013-04-26,,"Parc de Bombers de Sant Feliu de Buixalleu/Hostalric","null","Departament d'Interior",13760
985,2013-04-26,,"Parc de Bombers de la Jonquera","null","Departament d'Interior",13760
986,2013-04-26,,"Parc de Bombers de Llançà","null","Departament d'Interior",13760
987,2013-04-26,,"Parc de Bombers Voluntaris de Llívia","null","Departament d'Interior",13760
988,2013-04-26,,"Parc de Bombers de Lloret de Mar","null","Departament d'Interior",13760
989,2013-04-26,,"Parc de Bombers de Maçanet de la Selva","null","Departament d'Interior",13760
990,2013-04-26,,"Parc de Bombers d'Olot","null","Departament d'Interior",13760
992,2013-04-26,,"Parc de Bombers de Palafrugell","null","Departament d'Interior",13760
993,2013-04-26,,"Parc de Bombers Voluntaris de Portbou","null","Departament d'Interior",13760
994,2013-04-26,,"Parc de Bombers Voluntaris de Puigcerdà","null","Departament d'Interior",13760
995,2013-04-26,,"Parc de Bombers Voluntaris de Ribes de Freser","null","Departament d'Interior",13760
996,2013-04-26,,"Parc de Bombers de Ripoll","null","Departament d'Interior",13760
997,2013-04-26,,"Parc de Bombers de Roses","null","Departament d'Interior",13760
999,2013-04-26,,"Parc de Bombers Voluntaris de Sant Climent Sescebes","null","Departament d'Interior",13760
1000,2013-04-26,,"Parc de Bombers Voluntaris de Sant Hilari Sacalm","null","Departament d'Interior",13760
1002,2013-04-26,,"Parc de Bombers de Santa Coloma de Farners","null","Departament d'Interior",13760
1003,2013-04-26,,"Parc de Bombers de Torroella de Montgrí","null","Departament d'Interior",13760
